_key,strokes,grade,freq,jlpt_old,jlpt_new,meanings/0,meanings/1,readings_on/0,readings_on/1,readings_kun/0,readings_kun/1,wk_level,wk_meanings/0,wk_readings_on/0,wk_readings_on/1,wk_readings_kun/0,wk_radicals/0,readings_kun/2,wk_readings_kun/1,readings_kun/3,readings_kun/4,readings_kun/5,meanings/2,meanings/3,meanings/4,meanings/5,readings_on/2,wk_meanings/1,wk_radicals/1,readings_kun/6,readings_kun/7,readings_kun/8,readings_kun/9,readings_kun/10,readings_kun/11,readings_kun/12,readings_kun/13,readings_kun/14,wk_meanings/2,wk_readings_kun/2,wk_readings_kun/3,wk_readings_kun/4,wk_meanings/3,readings_on/3,readings_on/4,meanings/6,meanings/7,meanings/8,meanings/9,meanings/10,meanings/11,meanings/12,wk_readings_on/2,wk_radicals/2,wk_radicals/3,wk_meanings/4,readings_kun/15,readings_kun/16,readings_kun/17,meanings/13,wk_radicals/4,wk_readings_kun/5,readings_on/5,readings_on/6
鐫,20,,,,,Carve,Engrave,せん,,ほ.る,え.る,,,,,,,き.る,,のみ,,,Chisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鐵,21,,,,,Iron,,てつ,,くろがね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鐡,20,,,,,Iron,,てつ,,くろがね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鐺,21,,,,,Chain,Tip Of A Scabbard,と,そう,くさり,こじり,,,,,,,こて,,なべ,,,Flatiron,,,,とう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑁,22,,,,,Name,,ばん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑒,23,,,,,Take Warning From,Learn From,かん,,かんが.みる,かがみ,,,,,,,,,,,,Pattern,Example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑄,22,10,,,,Cast,Mint,ちゅう,しゅ,い.る,,,,,,,,,,,,,,,,,しゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑛,23,,,,,Ore,,こう,,あらがね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑠,23,,,,,Melt,Be Charmed,しゃく,,とろ.かす,と.かす,,,,,,,,,,,,Captivated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑢,23,,,,,File,Rasp,ろ,りょ,やすり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑞,23,,,,,Solder,,ろう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑪,24,,,,,Hearth,Fireplace,ろ,,いろり,,,,,,,,,,,,,Furnace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈩,12,,,,,Hearth,Fireplace,ろ,,いろり,,,,,,,,,,,,,Furnace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑰,25,,,,,Lock,,やく,,かぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑵,25,,,,,Steam Boiler,,かん,,かま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑷,26,,,,,Pluck Hair,Tweezers,せつ,じょう,けぬき,,,,,,,,,,,,,,,,,にょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑽,27,,,,,Make Fire By Rubbing Sticks,,さん,,き.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑚,23,,,,,Make Fire By Rubbing Sticks,,さん,,き.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑼,27,,,,,Gong,,ら,,どら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑾,27,,,,,Bells On Emperor's Carriage,,らん,,すず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钁,28,,,,,Hoe,,かく,きゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鑿,28,,,,,Chisel,,さく,,のみ,うが.つ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閂,9,,,,,Gate Bar,,さん,せん,かんぬき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閇,11,,,,,Shut,Close,へい,,と.じる,と.ざす,,,,,,,し.める,,し.まる,た.てる,,Obstruct,Block Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閊,11,,,,,To Be Obstructed,To Be Blocked,,,つか.える,,,,,,,,,,,,,(kokuji),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閔,12,,,,,Grieve,Be Sad,びん,みん,あわ.れむ,うれ.える,,,,,,,,,,,,Pity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閖,12,,,,,Shake While Rinsing,Pan For Gold,,,ゆり,ゆ.る,,,,,,,ゆ.れる,,,,,(kokuji),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閘,13,,,,,Water Gate,Lock,こう,,ひのくち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閙,13,,,,,Noisy,,どう,とう,さわが.しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閠,13,,,,,Intercalation,Illegitimate Throne,けい,ぎょく,うるう,,,,,,,,,,,,,,,,,じゅん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閨,14,,,,,Bedroom,,けい,け,ねや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閧,14,,,,,War Cry,,こう,,とき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閭,15,,,,,Rural Area,,りょ,ろ,さと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閼,16,,,,,Obstruct,Conceal,あ,あつ,とど.める,ふさ.ぐ,,,,,,,,,,,,,,,,えん,,,,,,,,,,,,,,,,,よ,,,,,,,,,,,,,,,,,,,,
閻,16,,,,,Town,,えん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閹,16,,,,,Eunuch,,えん,あん,おお.う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
閾,16,,,,,Threshold,,しき,いき,くぎり,しきい,,,,,,,,,,,,,,,,きょく,,,,,,,,,,,,,,,,,よく,,,,,,,,,,,,,,,,,,,,
闊,17,,2406,,,Wide,,かつ,,ひろ.い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
濶,17,,,,,Wide,,かつ,,ひろ.い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闃,17,,,,,Quiet,Still,げき,けき,しずか,ひっそり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闍,17,,,,,Watchtower,Used Phonetically,と,じゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闌,17,,,,,Rise High,Be Well Along,らん,,た.ける,たけなわ,,,,,,,てすり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闕,18,,,,,Lack,Gap,けつ,,か.ける,,,,,,,,,,,,,Fail,Imperial Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闔,18,,,,,Doors,,こう,,とびら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闖,18,,,,,Inquire About,,ちん,,うかが.う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關,19,,,,,Connection,Barrier,かん,,せき,かか.わる,,,,,,,からくり,,かんぬき,,,Gateway,Involve,Concerning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闡,20,,,,,Clarify,,せん,,みち.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闥,21,,,,,Gate,,たつ,たち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闢,21,,,,,Open,,へき,びゃく,ひら.く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阡,6,,,,,Thousand,,せん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阨,7,,,,,Obstruct,Distress,やく,あい,せま.い,ふさが.る,,,,,,,せま.る,,,,,Narrow,,,,あく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阮,7,,,,,Place Name,,げん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阯,7,,,,,Foundation,Site,し,,あと,,,,,,,,,,,,,Address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陂,8,,,,,Levee,Embankment,ひ,は,つつみ,,,,,,,,,,,,,Hill,Slope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陌,9,,,,,East-west Path Between Paddies,Road,はく,,まち,みち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陏,9,,,,,Melon,Wrap,だ,,ずい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陋,9,,,,,Narrowness,Meanness,ろう,,いや.しい,せま.い,,,,,,,,,,,,Humbleness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陷,11,10,,,,Fall Into,Cave In,かん,,おちい.る,おとしい.れる,,,,,,,,,,,,Fall (castle),Slide Into,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陜,10,,,,,Narrow,,きょう,こう,せま.い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陞,10,,,,,Go Up,Climb,しょう,,のぼ.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陝,10,,,,,Place Name,,せん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陟,11,,,,,Climb,Rise,ちょく,とく,すす.む,のぼ.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陦,10,,,,,Island,,とう,ちょう,しま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陲,11,,,,,Boundary,,すい,,ほとり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陬,11,,,,,Corner,,すう,しゅう,すみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隍,12,,,,,Dry Moat,,こう,,ほり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隘,13,,,,,Narrow,Obstruct,あい,やく,せま.い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隕,13,,,,,Fall,,いん,えん,おち.る,,,,,,,,,,,,,,,,,うん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隗,13,,,,,High,Steep,かい,,けわ.しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
險,16,10,,,,Inaccessible Place,Impregnable Position,けん,,けわ.しい,,,,,,,,,,,,,Steep Place,Sharp Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隧,15,,,,,Fall,Go Around,すい,つい,みち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隱,17,,,,,Hide,Conceal,いん,おん,かく.す,かく.れる,,,,,,,よ.る,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隲,17,,,,,Stallion,Climb,ちょく,しつ,のぼ.る,,,,,,,,,,,,,Make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隰,17,,,,,Be Moist,Be Wet,しつ,しゅう,さわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隴,19,,,,,Hill,Mound,ろう,りょう,おか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隶,8,,,,,Extend,Give,たい,,,,,,,,,,,,,,,Cast,Slave Radical (no. 171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隸,17,,,,,Servant,Prisoner,れい,,したが.う,しもべ,,,,,,,,,,,,Criminal,Follower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隹,8,,,,,Bird,Old Bird Radical (no. 172),さい,すい,とり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雎,13,,,,,Osprey,,しょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雋,12,,,,,Excel,,しゅん,せん,すぐ.れる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雉,13,,,,,Pheasant,,じ,ち,きじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雍,13,,,,,Softening,Mitigation,よう,ゆ,ふさ.ぐ,やわら.ぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
襍,17,,,,,Mixed,Blended,ざつ,ぞう,まじ.える,まじ.る,,,,,,,,,,,,Mix,Mingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雜,18,10,,,,Mixed,Blended,ざつ,ぞう,まじ.える,まじ.る,,,,,,,,,,,,Mix,Mingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霍,16,,,,,Quick,Sudden,かく,,にわか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雕,16,,,,,Carving,,ちょう,,きざ.む,わし,,,,,,,ほ.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雹,13,,,,,Hail,,はく,ひょく,ひょう,,,,,,,,,,,,,,,,,ぼく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霄,15,,,,,Sky,,しょう,,そら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霆,15,,,,,Lightning,Thunder,てい,,いかづち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霈,16,,,,,Big Rain,Long Rainy Spell,はい,,ひさめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霓,16,,,,,Rainbow,,げい,,にじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霎,16,,,,,Light Rain,Short While,しょう,そう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霑,16,,,,,Moisten,Water,てん,,うるお.う,うるお.い,,,,,,,,,,,,Soak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霏,16,,,,,Falling Rain Or Snow,,ひ,,もや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霖,16,,,,,Long Rainy Spell,,りん,,ながあめ,ながめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霙,16,,,,,Sleet,,えい,よう,みぞれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霤,18,,,,,Raindrops Falling From The Eaves,Eaves,りゅう,,あまだれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霪,19,,,,,Rain Lasting At Least Ten Days,,いん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霰,20,,,,,Hail,Hailstones,せん,さん,あられ,,,,,,,,,,,,,Small Cubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霹,21,,,,,Thunder,,へき,ひゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霽,22,,,,,Clear Up,,せい,さい,は.れる,は.らす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霾,22,,,,,Wind-blown Dust Falling Like Rain,,ばい,,つちふる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靄,24,,,,,Mist,Haze,あい,,もや,,,,,,,,,,,,,Fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靆,24,,,,,Cloud Cover,,たい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靈,24,,,,,Soul,Spirit,れい,りょう,たま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靂,24,,,,,Violent,Thunder,れき,,,,,,,,,,,,,,,Lightening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靉,25,,,,,Clouds,,あい,い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靜,16,10,,,,Quiet,,せい,じょう,しず-,しず.か,,,,,,,しず.まる,,しず.める,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靠,15,,,,,Lean On,,こう,,もた.れる,たが.う,,,,,,,よ.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靤,14,,,,,Pimple,,ほう,,にきび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靦,16,,,,,Unashamed,,てん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靨,23,,,,,Dimple,,よう,,えくぼ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
勒,11,,,,,Halter And Bit,,ろく,,くつわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靫,12,,,,,Quiver,,じん,にん,うつぼ,うつお,,,,,,,しな.やか,,ゆぎ,,,,,,,さ,,,,,,,,,,,,,,,,,さい,さつ,,,,,,,,,,,,,,,,,,,
靱,12,,,,,Soft,Pliable,じん,にん,うつぼ,うつお,,,,,,,しな.やか,,ゆぎ,,,Quiver,,,,さ,,,,,,,,,,,,,,,,,さい,さつ,,,,,,,,,,,,,,,,,,,
靹,13,,,,,Archer's Arm Protector,,けつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞅,14,,,,,Martingale,Breast Harness,おう,よう,むながい,,,,,,,,,,,,,Saddle Girth,Fetter,Shackle,Carry On Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靼,14,,,,,Tanned Leather,Smooth Leather,たん,たち,なめ.す,なめしがわ,,,,,,,,,,,,,,,,たつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞁,14,,,,,Reins,Saddle Cover,ひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
靺,14,,,,,Leather Tabi,Tungusic Tribe,まつ,ばつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞆,14,,,,,Archer's Arm Protector,(kokuji),,,とも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞋,15,,,,,Straw Sandals,,あい,かい,わらじ,くつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞏,15,,,,,Hard,Firm,きょう,,かたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞐,15,,,,,Clamp,Fastener,,,こはぜ,,,,,,,,,,,,,(kokuji),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞜,17,,,,,Shoes,Boots,とう,,くつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞨,18,,,,,Leather Boots,Drum,かつ,がち,かわぐつ,,,,,,,,,,,,,Tribe Name,,,,せつ,,,,,,,,,,,,,,,,,ぜち,,,,,,,,,,,,,,,,,,,,
鞦,18,,,,,Swing,,しゅう,,ふらん.に,しりがい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞣,18,,,,,Tanned Leather,,じゅう,にゅう,なめ.す,なめしがわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞳,18,,,,,Rumbling,,とう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞴,19,,,,,Bellows,,ひ,び,ふいご,,,,,,,,,,,,,,,,,ふく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韃,22,,,,,Whip,Region Name,だつ,たつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韆,24,,,,,Swing,Trapeze,せん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韈,23,,,,,Tabi,Socks,べつ,もち,しとうず,,,,,,,,,,,,,Stockings,,,,ばつ,,,,,,,,,,,,,,,,,まち,,,,,,,,,,,,,,,,,,,,
韋,10,,,,,Tanned Leather Radical (no. 178),,い,,そむ.く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韜,20,,,,,Bag,Wrapping,とう,,ゆぶくろ,ゆみぶくろ,,,,,,,つつ.む,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韭,9,,,,,Leek Radical (no. 179),,きゅう,く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
齏,23,,,,,Dishes Seasoned With Vinegar Or Miso,,せい,さい,あえもの,なます,,,,,,,あ.える,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韲,19,,,,,Dress (salad) Vegetables,,せい,さい,あえもの,なます,,,,,,,あ.える,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竟,11,,,,,End,Finally,きょう,けい,おわ.る,ついに,,,,,,,わた.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韶,14,,,,,Beautiful,Emperor Shun's Music,しょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韵,13,,,,,Rhyme,Vowel,いん,,ひびき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頏,13,,,,,Alight,Land,こう,,のど,,,,,,,,,,,,,Throat,Neck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頌,13,9,,1,1,Eulogy,,しょう,じゅ,かたち,たた.える,,,,,,,ほめ.る,,,,,,,,,よう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頸,16,,,,,Neck,Head,けい,,くび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頤,15,,,,,Chin,Jaw,い,,おとがい,あご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頡,15,,,,,Take Wing,Fly Up,けつ,きつ,,,,,,,,,,,,,,,,,,かつ,,,,,,,,,,,,,,,,,けち,,,,,,,,,,,,,,,,,,,,
頷,16,,,,,Nod Approval,,がん,かん,うなず.く,あご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頽,16,,,,,Decline,Slide,たい,,くず.れる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顆,17,,,,,Grain (e.g. Rice),,か,,つ.ぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顏,18,,,,,Face,Expression,がん,,かお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顋,18,,,,,Lower Part Of Face,Jaw,さい,,あご,えら,,,,,,,,,,,,Gills Of A Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顫,22,,,,,Shudder,,せん,,ふる.える,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顯,23,10,,,,Manifest,Display,けん,,あきらか,あらわ.れる,,,,,,,,,,,,Evident,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顰,24,,,,,Scowl,Raise Eyebrows,ひん,,ひそ.める,しか.める,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顱,25,,,,,Head,Skull,ろ,,かしら,あたま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顴,26,,,,,Cheekbone,,けん,かん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
