_key,strokes,grade,freq,jlpt_old,jlpt_new,meanings/0,meanings/1,readings_on/0,readings_on/1,readings_kun/0,readings_kun/1,wk_level,wk_meanings/0,wk_readings_on/0,wk_readings_on/1,wk_readings_kun/0,wk_radicals/0,readings_kun/2,wk_readings_kun/1,readings_kun/3,readings_kun/4,readings_kun/5,meanings/2,meanings/3,meanings/4,meanings/5,readings_on/2,wk_meanings/1,wk_radicals/1,readings_kun/6,readings_kun/7,readings_kun/8,readings_kun/9,readings_kun/10,readings_kun/11,readings_kun/12,readings_kun/13,readings_kun/14,wk_meanings/2,wk_readings_kun/2,wk_readings_kun/3,wk_readings_kun/4,wk_meanings/3,readings_on/3,readings_on/4,meanings/6,meanings/7,meanings/8,meanings/9,meanings/10,meanings/11,meanings/12,wk_readings_on/2,wk_radicals/2,wk_radicals/3,wk_meanings/4,readings_kun/15,readings_kun/16,readings_kun/17,meanings/13,wk_radicals/4,wk_readings_kun/5,readings_on/5,readings_on/6
弐,6,8,,1,1,Ii,Two,に,じ,ふた.つ,そえ,,,,,,,,,,,,Second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
迩,8,,,,,Approach,Near,じ,に,ちか.い,,,,,,,,,,,,,Close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
匂,4,8,2213,,,Fragrant,Stink,,,にお.う,にお.い,,,,,,,にお.わせる,,,,,Glow,Insinuate,(kokuji),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
賑,14,9,,,,Flourish,Be Bustling,しん,,にぎ.わい,にぎ.やか,,,,,,,にぎ.わす,,にぎ.わう,,,Prosperity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廿,4,9,,,,Twenty,,じゅう,にゅう,にじゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韮,12,,2353,,,Leek,,きゅう,く,にら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
濡,17,9,2260,,,Get Wet,Damp,じゅ,にゅ,ぬれ.る,ぬら.す,,,,,,,ぬ.れる,,ぬ.らす,うるお.い,うるお.う,Make Love,,,,,,,うるお.す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
禰,18,9,,,,Ancestral Shrine,,ね,でい,,,,,,,,,,,,,,,,,,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
祢,9,9,,,,Ancestral Shrine,,ね,でい,,,,,,,,,,,,,,,,,,ない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葱,12,,,,,Stone Leek,Welsh Onion,そう,,ねぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
捻,11,8,,,,Twirl,Twist,ねん,じょう,ね.じる,ねじ.る,,,,,,,ひね.くる,,ひね.る,,,Play With,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
撚,15,,2398,,,Twist,Twine,ねん,,よ.る,よ.れる,,,,,,,より,,ひね.る,,,Kinky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廼,9,,,,,In Other Words,Thou,ない,だい,すなわ.ち,なんじ,,,,,,,,,,,,You,Possessive Particle,,,の,,,,,,,,,,,,,,,,,あい,,,,,,,,,,,,,,,,,,,,
埜,11,10,,,,Open Country,Field,や,しょ,の,,,,,,,,,,,,,Wilderness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嚢,18,,,,,Pouch,Purse,のう,どう,ふくろ,,,,,,,,,,,,,Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
膿,17,,,,,Pus,Fester,のう,どう,う.む,うみ,,,,,,,,,,,,Discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
覗,12,,,,,Peep,Peek,し,,のぞ.く,うかが.う,,,,,,,,,,,,Come In Sight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蚤,10,,,,,Flea,,そう,,のみ,はやい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴,4,9,2082,1,1,Comma-design,,は,,ともえ,うずまき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
播,15,9,2204,,,Plant,Sow,は,ばん,ま.く,,,,,,,,,,,,,,,,,はん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杷,8,9,,,,Kind Of Rake,Loquat,は,,つか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
琶,12,9,1966,,,Lute,,は,べ,,,,,,,,,,,,,,,,,,わ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罵,15,8,2467,,,Abuse,Insult,ば,,ののし.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芭,7,9,2026,,,Banana,,ば,は,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盃,9,10,,,,Glass,Cup,はい,,さかずき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
牌,12,,2247,,,Label,Signboard,はい,,ぱい,ふだ,,,,,,,,,,,,Medal,Mahjong Tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楳,13,,,,,Plum,,ばい,,うめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
煤,13,9,,,,Soot,Smoke Dried,ばい,まい,すす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
狽,10,,,,,Wolf,Be Flurried,けん,ばい,,,,,,,,,,,,,,,,,,はい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
這,10,9,,,,Crawl,Creep,しゃ,げん,は.う,は.い,,,,,,,むか.える,,この,,,Grovel,Trail (vines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蝿,15,,,,,Fly,,よう,,はえ,はい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秤,10,9,,,,Balances,Scales,しょう,ひん,はかり,,,,,,,,,,,,,Steelyard,,,,びん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
矧,9,,,,,Feather (arrow),,しん,,は.ぐ,いわ.んや,,,,,,,はぐき,,はぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萩,12,9,1544,1,1,Bush Clover,,しゅう,,はぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
剥,10,8,2383,,,Come Off,Peel,はく,ほく,へ.ぐ,へず.る,,,,,,,む.く,,む.ける,は.がれる,は.ぐ,Fade,Discolor,,,,,,は.げる,は.がす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柏,9,9,1606,,,Oak,Cypress,はく,ひゃく,かしわ,,,,,,,,,,,,,,,,,びゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
箔,14,9,,,,Foil,Gilt,はく,,すだれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粕,11,,1905,,,Scrap,Waste,はく,,かす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曝,19,9,,,,Bleach,Refine,ばく,ほく,さら.す,,,,,,,,,,,,,Expose,Air,,,ぼく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莫,10,9,,,,Must Not,Do Not,ばく,ぼ,くれ,なか.れ,,,,,,,なし,,,,,Be Not,,,,まく,,,,,,,,,,,,,,,,,も,ない,,,,,,,,,,,,,,,,,,,
駁,14,,,,,Refutation,Contradiction,はく,ばく,ぶち,まじ.る,,,,,,,まだら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
函,8,9,1781,,,Box (archaic),,かん,,はこ,い.れる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
硲,12,,,,,Ravine,Gorge,,,はざま,,,,,,,,,,,,,Gap,(kokuji),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肇,14,9,1943,1,1,Beginning,,ちょう,じょう,はじ.める,はじめ,,,,,,,,,,,,,,,,とう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筈,12,9,,,,Notch Of An Arrow,Ought,かつ,,はず,やはず,,,,,,,,,,,,Must,Should Be,Expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
櫨,20,,,,,Wax Tree,Sumac,ろ,,はぜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幡,15,9,1948,,,Flag,,まん,はん,はた,,,,,,,,,,,,,,,,,ばん,,,,,,,,,,,,,,,,,ほん,,,,,,,,,,,,,,,,,,,,
畠,10,9,1860,,,Field,Farm,,,はたけ,はた,,,,,,,,,,,,Garden,(kokuji),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溌,12,,,,,Sprinkle,Lively,はつ,,も.る,とびち.る,,,,,,,そそ.ぐ,,,,,Vigorous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
醗,16,,,,,Fermentation,Brewing,はつ,,かも.す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筏,12,,,,,Raft,,ばつ,はつ,いかだ,,,,,,,,,,,,,,,,,ぼち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
噺,16,,2308,,,Talk,(kokuji),,,はなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塙,13,9,2340,,,Projecting Tableland Or Mountain,,かく,こう,はなわ,かた.い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛤,12,,,,,Clam,,こう,,はまぐり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叛,9,,,,,Disobey,Defy,はん,ほん,そむ.く,,,,,,,,,,,,,Go Back On,Rebel,Rebellion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斑,12,8,2165,,,Spot,Blemish,はん,,ふ,まだら,,,,,,,,,,,,Speck,Patches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氾,5,8,,,,Spread Out,Wide,はん,,ひろ.がる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汎,6,8,2014,,,Pan-,,はん,ぶ,ただよ.う,ひろ.い,,,,,,,,,,,,,,,,ふう,,,,,,,,,,,,,,,,,ほう,ほん,,,,,,,,,,,,,,,,,,,
釆,7,,,,,Separate,Divide,はん,べん,と.る,いろどり,,,,,,,のごめ,,,,,Topped Rice Radical (no. 165),,,,さい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頒,13,8,2287,1,1,Distribute,Disseminate,はん,,わか.つ,,,,,,,,,,,,,Partition,Understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挽,10,9,,,,Saw,Turn (lathe),ばん,,ひ.く,,,,,,,,,,,,,Grind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
磐,15,9,1701,,,Rock,Crag,ばん,はん,いわ,,,,,,,,,,,,,Cliff,Wall (in A Mine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蕃,15,9,2361,,,Grow Luxuriously,,ばん,はん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
匪,10,,,,,Negation,Wicked Person,ひ,,あら.ず,かたみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
庇,7,9,,,,Protect,Shield,ひ,,ひさし,おお.う,,,,,,,かば.う,,,,,Defend,Eaves,Canopy,Penthouse,,,,,,,,,,,,,,,,,,,,Visor,,,,,,,,,,,,,,,,,,
誹,15,,,,,Ridicule,Slander,ひ,はい,そし.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
樋,14,9,1814,,,Water Pipe,Gutter,とう,,ひ,とい,,,,,,,,,,,,Downspout,Conduit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
簸,19,,,,,Winnow,Fan,は,,ひ.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
枇,8,9,,,,Loquat,Spoon,び,ひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毘,9,9,,,,Help,Assist,ひ,び,たす.ける,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
琵,12,9,1965,,,Glissando On Strings,Lute,び,ひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
眉,9,8,2177,1,1,Eyebrow,,び,み,まゆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柊,9,9,,1,1,Holly,,しゅ,しゅう,ひいらぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
稗,14,,,,,Humble,Deccan Grass,はい,ひ,ひえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疋,5,9,,,,Head,Counter For Animals,ひき,しょ,あし,,,,,,,,,,,,,,,,,そ,,,,,,,,,,,,,,,,,ひつ,,,,,,,,,,,,,,,,,,,,
髭,16,,,,,Beard,Mustache,し,,ひげ,くちひげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彦,9,9,1117,1,1,Lad,Boy (ancient),げん,,ひこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
膝,15,8,2320,,,Knee,Lap,しつ,,ひざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菱,11,9,1229,,,Diamond (shape),Water Chestnut,りょう,,ひし,,,,,,,,,,,,,Rhombus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肘,7,8,,,,Elbow,Arm,ちゅう,,ひじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弼,12,,,,,Help,,ひつ,,たす.ける,ゆだめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
畢,11,9,,,,The End,Finish,ひつ,,おわ.る,あみ,,,,,,,おわ.り,,ことごとく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
逼,12,,,,,Urge,Force,ふく,ひつ,せま.る,むかばき,,,,,,,,,,,,Imminent,Spur On,,,ひょく,,,,,,,,,,,,,,,,,ひき,,,,,,,,,,,,,,,,,,,,
桧,10,9,2056,,,Japanese Cypress,,かい,,ひのき,ひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紐,10,9,,,,String,Cord,ちゅう,じゅう,ひも,,,,,,,,,,,,,Braid,Lace,Tape,Strap,,,,,,,,,,,,,,,,,,,,Ribbon,,,,,,,,,,,,,,,,,,
謬,18,,,,,Mistake,,びゅう,びょう,あやま.る,,,,,,,,,,,,,,,,,みゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彪,11,9,2397,1,1,Spotted,Mottled,ひょう,ひゅう,あや,,,,,,,,,,,,,Patterned,Small Tiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瓢,17,9,,,,Gourd,,ひょう,,ひさご,ふくべ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豹,10,9,,,,Leopard,Panther,ひょう,ほう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廟,15,9,2101,,,Mausoleum,Shrine,びょう,みょう,たまや,みたまや,,,,,,,やしろ,,,,,Palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
錨,16,,,,,Anchor,Grapnel,びょう,みょう,いかり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鋲,15,,,,,Rivet,Tack,,,びょう,,,,,,,,,,,,,Thumbtack,(kokuji),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒜,13,,,,,Garlic,,さん,,にんにく,ひる,,,,,,,のびる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛭,12,,2434,,,Leech,,しつ,ちつ,ひる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鰭,21,,,,,Fin,,き,ぎ,ひれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彬,11,9,2174,1,1,Refined,Gentle,ひん,ふん,うるわ.しい,あき.らか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斌,12,,,,,Beautiful,Harmony Of Appearance,ひん,ふん,うるわ.しい,あき.らか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瀕,20,9,2367,,,Shore,Brink,ひん,,ほとり,,,,,,,,,,,,,Verge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埠,11,,,,,Wharf,,ふ,ほ,つか,はとば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冨,11,10,1906,,,Enrich,Wealthy,ふ,ふう,と.む,とみ,,,,,,,,,,,,Abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斧,8,9,,,,Ax,Hatchet,ふ,,おの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芙,7,9,2238,1,1,Lotus,Mt Fuji,ふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
賦,15,8,,1,1,Levy,Ode,ふ,ぶ,,,,,,,,,,,,,,Prose,Poem,Tribute,Installment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附,8,8,2396,1,1,Affixed,Attach,ふ,,つ.ける,つ.く,,,,,,,,,,,,Refer To,Append,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
撫,15,9,2402,,,Stroke,Pat,ぶ,ふ,な.でる,,,,,,,,,,,,,Smooth Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葡,12,9,,,,Wild Grape,Portugal,ぶ,ほ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蕪,15,9,,,,Turnip,,ぶ,む,かぶ,かぶら,,,,,,,あれる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葺,12,9,,,,Thatch,Cover,しゅう,,あし,ふ.く,,,,,,,ふき,,,,,Shingle,Tile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蕗,16,9,,1,1,Butterbur,Bog Rhubarb,ろ,る,ふき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
淵,12,9,1593,,,Abyss,Edge,えん,かく,ふち,かた.い,,,,,,,はなわ,,,,,Deep Pool,The Depths,,,こう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弗,5,,,,,Dollar,,ふつ,ほち,どる,ず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鮒,16,,,,,Carp,,ほ,ふ,ふな,,,,,,,,,,,,,,,,,ぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吻,7,9,,,,Proboscis,,ふん,ぶん,くちわき,くちさき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扮,7,,,,,Impersonate,Dress Up,ふん,はん,ふん.する,やつ.す,,,,,,,よそお.う,,,,,Disguise,Thin Shingles,,,へん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
焚,12,9,,,,Burn,Kindle,ふん,ほん,た.く,や.く,,,,,,,やきがり,,,,,Build A Fire,Boil,Cook,,はん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
糞,17,,2473,,,Shit,Feces,ふん,,くそ,,,,,,,,,,,,,Excrement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丙,5,8,,1,1,Third Class,3rd,へい,,ひのえ,,,,,,,,,,,,,3rd Calendar Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔽,15,8,,,,Cover,Shade,へい,へつ,おお.う,おお.い,,,,,,,,,,,,Mantle,Capsize,Be Ruined,,ふつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頁,9,9,,,,Page,Leaf,けつ,,ぺえじ,おおがい,,,,,,,かしら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
僻,15,,,,,Prejudice,Bias,へき,ひ,へき.する,ひが.む,,,,,,,,,,,,Rural Area,,,,へい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
碧,14,9,2455,1,1,Blue,Green,へき,ひゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瞥,17,9,,,,Glance At,,べつ,へつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
箆,14,,,,,Spatula,Arrow Shaft,へい,はい,へら,の,,,,,,,くし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
篇,15,9,2076,,,Volume,Chapter,へん,,,,,,,,,,,,,,,Book,Editing,Compilation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
娩,11,9,,,,Bear (children),,べん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞭,18,9,,,,Whip,Rod,べん,へん,むち,むちうつ,,,,,,,,,,,,Counter For Whippings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鋪,15,,,,,Shop,Store,ほ,ふ,しく,みせ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圃,10,9,,,,Garden,Field,ほ,ふ,はたけ,にわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甫,7,9,2270,1,1,For The First Time,Not Until,ほ,ふ,はじ.めて,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
戊,5,9,,,,5th Calendar Sign,,ぼ,ぼう,つちのえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菩,11,9,2086,,,Kind Of Grass,Sacred Tree,ぼ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
倣,10,8,2454,1,1,Emulate,Imitate,ほう,,なら.う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
峯,10,10,2079,,,Peak,Summit,ほう,,みね,ね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
庖,8,,,,,Kitchen,,ほう,,くりや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
捧,11,9,2286,,,Lift Up,Give,ほう,,ささ.げる,,,,,,,,,,,,,Offer,Consecrate,Sacrifice,Dedicate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朋,8,9,2039,1,1,Companion,Friend,ほう,,とも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
烹,11,,,,,Boil,Cook,ほう,,に.る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蓬,13,9,,,,Sagebrush,Wormwood,ほう,ぶ,よもぎ,,,,,,,,,,,,,Mugwort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鋒,15,9,,,,Dagger,Sword's Point,ほう,,きっさき,とかり,,,,,,,ほこさき,,,,,Festival Car,Float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳳,14,9,2163,1,1,Male Mythical Bird,,ほう,ふう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鵬,19,9,1707,1,1,Phoenix,,ほう,,おおとり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
貌,14,8,,,,Form,Appearance,ぼう,ばく,かたち,かたどる,,,,,,,,,,,,Countenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鉾,14,,2453,,,Halberd,Arms,ぼう,む,ほこ,,,,,,,,,,,,,Festival Float,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吠,7,,,,,Bark,Howl,はい,べい,ほえ.る,ほ.える,,,,,,,,,,,,Cry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頬,15,,2424,,,Cheeks,Jaw,きょう,,ほお,ほほ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卜,2,9,,,,Divining,Fortune-telling,ぼく,,うらな.う,うらない,,,,,,,,,,,,Divination Or Katakana To Radical (no. 25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
穆,16,,,,,Respectful,Mild,ぼく,もく,やわ.らぐ,,,,,,,,,,,,,Beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
釦,11,,,,,Button,,こう,く,ぼたん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
